"id","request.custom_id","success","result.product.title","result.product.book_description"
"275667DE1B334FC59415BF6AE96065F9",,true,,
"48EE996F4BA94C2688CEE1F325455C6E",,true,"Alex Kava Bundle: Split SecondOne False MoveA Necessary EvilThe Soul CatcherAt The Stroke Of MadnessA Perfect Evil: Split SecondOne False MoveA Necessary ... The Stroke Of MadnessA Perfect Evil","A thrilling collection of Alex Kava's five Maggie O'Dell novels, A Perfect Evil, Split Second, The Soul Catcher, At the Stroke of Madness, and A Necessary Evil, plus a bonus title, One False Move."
"927B23AABACB4CEABBA01ECF6C906AB4",,true,,
"9C0026855FBE4F5784E5DFE59346721F",,true,"Lady Iona's Rebellion: sexy historical romance","When the always obedient Lady Iona is pressured into accepting a husband of her father's choosing, she seeks out the notorious rake, Lord Nathan Wynter, for his help in learning how to stand up for herself.. The more Nathan tries to protect Lady Iona from running head-long into disgrace, the more he admires her daring spirit and unpredictable antics. Instead of returning her to the obedient world to which she was raised, he encourages her blossoming passions. Such a move is surely going to lead them both to ruin.. But for love he is willing to risk everything.. Filled with emotion and torment, a steamy romance in which the hero and heroine can barely keep their hands off of each other, and a tender, heartbreaking realization and reconciliation, LADY IONA'S REBELLION meets every requirement that we deem necessary for it to be a Perfect 10. The writing is crisp, the tension so thick that you can cut it with a knife, and the cast so alive and vivacious, down to even the most secondary of characters. ~ A Perfect 10! ~ Romance Reviews Today. Lady Iona's Rebellion took me by storm. Not only is the writing grand, but the whole premise of the storyline is beautifully created. Iona is sassy and bright and I loved how she stands her ground for her independence. A hot-blooded Nathan and a desirable Iona, wow, this story sizzles with excitement, passion and the natural interference of families. Dorothy McFalls develops an intriguing read where characters linger long after the story ends. The well-sculptured secondary characters definitely put a spin on the story. This is one tantalizing read that is truly extraordinary in a most satisfying way. ~ 4 Cups! ~ Coffee Time Romance. LADY IONA'S REBELLION by Dorothy McFalls is an outrageous romp through Regency England with two wonderfully compelling characters as they find themselves dodging scandal on the way to discovering love. ~ 4 Ribbons! ~ Romance Junkies. The plot is fresh and adventuresome and each sister, brother, parent, friend and servant were a tribute to this wonderful story of confusion! The more Iona and Nathan experienced together, the more involved the events became! Each time Nathan did anything, it was perceived as scandalous; Lady Iona had the sympathy of the entire ton because, since she was known as the malleable child, it was never expected that she had anything to do with the outrage! This is a meticulous novel in which Ms. Dorothy McFalls showed her vast talent in the expansion of this book. I literally could not put it down. I wholeheartedly recommend it to anyone who loves regency romance. This book will go well on your ""keeper"" list!~ 5 Hearts! ~ The Romance Studio. Dorothy McFalls has written a fantastic romantic tale, one which is easy to read, engaging and entertaining. ... It is this attention to detail that pulled me completely into this story and made me forget I wasn't right there on the pages with Lady Iona and Lord Nathan. I thoroughly enjoyed this book. I am eagerly awaiting any new book by Dorothy McFalls. Lady Iona's Rebellion is top rate on all fronts and I am sure whatever follows will be just as good. Well done! ~ 5 Angels! ~ Fallen Angel Reviews. Lady Iona is full of spit and fire and Lord Nathan is charmingly earnest. I kept on laughing throughout this story because of all the situations they get into. ... I haven't been this amused by a book in a long time. The pace is wonderful and you don't want to walk away from it...Lady Iona's Rebellion is a definite must read.~ 5 Stars! ~ Manic Readers"
"7363D1F909FC4E3794BED2A56C7D0A13",,true,"Belkin Pleated Kindle Sleeve (Fits Kindle Keyboard) Black/White",
"77766D654E4041308CA616F215FAA99D",,true,"Dark Horse","DARK HORSEa novel of suspense. “A terrific tale of murder and mayhem set on the Quarter Horse racing circuit in the American Southwest. Watch out, Dick Francis!”—New York Times Bestselling Author J.A. JANCE. Despite the accidents plaguing his racing business, horse breeder Coke McCallister was sure that Shameless, his prized filly, would put him back on top. But now Coke is dead, and his daughter Dakota returns to Arizona determined to sell Black Oak. Dakota is not prepared for the bittersweet memories that greet her, and she really isn’t prepared to see her ex-husband, Clay Pearce. Although she has every reason to distrust him, who else can she turn to in an atmosphere fraught with danger? Who else can she confide in when her life is threatened by an unseen stalker? . When Dakota enters the filly Shameless in the All American Futurity, a desperate killer lays a trap. And on the eve of the race, Dakota learns the shattering truth. If she runs the filly to restore her father’s good name, her actions could bring down Black Oak and everything with it. And she could lose her life.. >As featured in THE QUARTER RACING JOURNAL and THE QUARTER HORSE JOURNAL. “DARK HORSE brings readers smack dab to the center of the complex and fascinating world of horse breeding and racing, and will take readers on an intense and nerve-shattering ride that is bound to please.”—ROMANTIC TIMES. “DARK HORSE should put Falk in the Winner’s Circle.”—New York Times Bestselling Author TONY HILLERMAN. “…joins the ranks of Nora Roberts and Janet Dailey with her wonderfully fresh tale of mystery and romance. A book rich in character and place, where the reader experiences firsthand the fascinating world of Quarter Horse racing and the mélange of people drawn to it. DARK HORSE marks the arrival of a most welcome new talent in romantic suspense. Gripping. Satisfying. A keeper!”—CAROL DAVIS LUCE, author of NIGHT STALKER, NIGHT PREY, and NIGHT PASSAGE. . “Suspense and romance combined with the excitement of Quarter Horse racing and thrill of competing in a million-dollar race make DARK HORSE a winner.”—AMY OWENS, THE QUARTER HORSE JOURNAL. What readers say about DARK HORSE: “I finished reading DARK HORSE last night (at 3 AM). I loved it and couldn’t put it down. … I had to tell you how much I enjoyed it and thank you for writing it. There isn’t a boring page in it. You have it Just Right. Thanks again – I’m glad I found you.”—Alva B. “I wanted to tell you of my recent excitement in reading your novel DARK HORSE. I purchased it because of the attractive cover and the praise of Judy Jance… a great lady and a wonderful writer. I am also a fan of Dick Francis. Your work is as good, if not better than his. … Thank you for the good read.”—Dan M. “I received a copy from you at the All American Futurity. I am the Navajo Indian racehorse owner from Colorado. … It was interesting to talk to you and see how you did your own track research. This research showed, as it really brings out realism in this book and makes it very enjoyable from my perspective as a horse owner.”—Ross A. “I have just finished reading your book DARK HORSE. To say that it was great is putting it mildly. I have been involved with horse racing, both at recognized tracks, as well as match racing all my adult life. … I won the 1985 All American Futurity with Mr. Trucka Jet. … I read all of Dick Francis’s books, as well as Shoemaker’s two, and I must say that I enjoyed reading your book every bit as much as anything they have written. If not more. Keep up the good work.”—Wade N."
"99F8984C6C3F467EB08BACB932AF1BB7",,true,,
"2102FF4E57D9447D983E37BE3E597747",,true,,
"69234F9380BA4707B095F21284C0D6D0",,true,,
"B6D274F132B94076BCF0B807D1BAACBC",,true,"Lori Foster Bundle (The Buckhorn Brothers Book 1)","Lori Foster Bundle by released on Jul 1, 2007 is available now for purchase."
