"id","request.custom_id","success","result.product.title","result.product.book_description"
"C079F68C221D4CA0A0C484292D68B733",,true,,
"B161AF06A0E14715A0005DF9BF5CEED6",,true,,
"A09399EAD72B454499A5ACE39C3DD58D",,true,"The Strength of Three","Never let it be said that ex-soldiers don’t know what to do with their hands…. When it comes to men, Christina isn’t just gun shy, she’s downright terrified. Her abusive drunk of a father, plus bad experiences in high school and college, have cemented her belief that all men are the same—ruthless and violent at the slightest provocation.. She tells herself she couldn’t care less about her lack of a love life. Yet lately she’s been having seriously erotic dreams about two of her bosses. And oddly, those dreams make her body tingle, not seize up in a panic attack.. TJ and Jon have shared women since their military days. Somehow it makes them feel whole. From the first glance, Christina has been the object of their desire, but getting close to the prickly female hasn’t been easy—not when she holds men off with a psychological pitchfork. They’ve waited a long time to ease their way into her life.. Time’s up.. Unleashing her libido is magic made in the dark. But by the light of day, a face from her past threatens to destroy everything.Warning: This title contains the following: Blindfolds and bondage and sex—oh my. Ooh, and let’s not forget about the m/f/m ménage and the graphic language."
"2D6F963077D5451C8C2B11E723FB6687",,true,"Sage: Tales from a Magical Kingdom","Sword and Sorcery meets Agatha Christie. Three novellas introduce the Kingdom of Sage and those who protect its boundaries. Sometimes it takes a more experienced hand to save an entire Kingdom.. The first of these stories, ""Toil, Trouble and Rot,"" was published in ""Coyote Wild Magazine."" The other two are all new, original stories. . ""Toil, Trouble and Rot"" finds the Kingdom of Sage under attack from a deadly and mysterious enemy. . In ""Dungeons and Decay"" find out just how far a mother will go when her child is in danger--and how much magic it takes to keep him safe. . In ""Call to Arms"" every hand is needed when a ghost invades the kingdom demanding old wrongs be righted.. Each story includes an illustration. A bonus story for children has been added to the end: Dylan and the Leprechaun. . Maria Schneider has published stories in Coyote Wild Magazine, Dunesteef.com, TownDrunkMag.com and ClonePod.org. Her latest short story, ""Top Secret,"" was published at ""Over My Dead Body"" in August 2009."
"350997877EDE4F598CDD73C46F046D74",,true,,
"7B6FE09BFD714ABD88712304C5D7102A",,true,,
"315B3DE1274B4FBCA8BBDA72C1D6B829",,true,"Badcock","When her fiancé trades her for an heirloom ring to a dashing highwayman who holds up their coach on a desolate country road, Sophia Astley is hurt and shocked. However, it soon becomes strikingly apparent to Sophia that she is the true gem Bad Jack sought. Intrigued, she willingly submits to every tantalizing taboo he metes out to her.. Dressed as a masked highwayman, Jack Badcock, Earl of Stafford, thinks he is acting out the fantasies of a woman he knows only through lurid letters. As Jack tames her with blindfolds, sensual spankings and an array of torrid toys, she plays her role as the abducted, submissive virgin convincingly--too convincingly. By the time Jack uncovers his fantasy lover's true identity, it's far, far too late."
"6073B692BA764E50A4BD821FEE6DD351",,true,,
"DB4DB4979DFB446DB863252DF78FE7C1",,true,"The Seeking Kiss, (The Midnight Playground Book 1)","Two vampires, one woman, an eternity of love and desire…if only she’s strong enough…Midnight Playground, Book 1London 2069For as long as Nissa has known about Midnight Playground, the most exclusive of a world-wide network of vampire sex clubs, she has yearned to gain entrance—and to become one of them. Orphaned and alone from a young age, she has nothing to lose and nothing to stop her from indulging in her darkest fantasies.Hex and his maker, Aleron, have enjoyed many play partners at the club and have often shared in the euphoria of the Seeking Kiss, that sensual blood exchange between vampires and their lovers. But Nissa’s beauty, intelligence and strength is a siren call he can’t resist.. His desire for her and her willingness to let herself be drawn by their mental pull compels Hex to consider offering to her something he’s never given another mortal– the treasured Turning Kiss.The beautiful vampire pair entice Nissa into an intimate sexual realm beyond her wildest dreams—and she revels in it. But when she finds herself falling for one of the powerful duo, it could mean the end of her deepest fantasies. Or a new beginning she never dared to imagine…Warning: Three-way vampire sex, voyeurism, exhibitionism, anal sex, oral sex, simultaneous anal and oral sex (oh, yes, it’s possible!), drinking blood, drinking blood while having sex, political unrest , and a hot French accent. Keep a fan and some holy water nearby!"
"ECEE1A530BB946579F3EECC81B9F2CD8",,true,"Dare to Believe (The Gray Court Book 1)","He’ll fulfill her wildest fantasies… but only if she believes.The Gray Court, Book 1Leo Dunne has been searching his entire life for the one person born just for him. He finds her working in his own company, but the shy little Ruby Halloway constantly hides from him. He hatches a devilish plot with her best friend to bring her out of her shell, and the result proves her desire is more than a match for his own.Ruby has had the hots for her boss for some time now, but she knows business and pleasure shouldn’t mix. While that can’t stop a girl from dreaming, she sticks by her guns and does her best never to be alone with the handsome CEO. Until the company masquerade party, where she discovers a passion with him that leaves a mark on her soul.A family emergency calls Leo away, and rather than spend one night out of Ruby’s arms, he convinces her to go with him. With his brother’s life on the line, it’s vital she learn how to deal with who, and what, her new lover really is…before it’s too late."
"DF48C809BC30450DA0DAB67468448C90",,true,"Star Attraction","College lecturer and secret romance novelist Zaira Darcy literally bumps into the man of her dreams in an elevator. Gorgeous Brad Clarke, Hollywood's hottest new director, working alongside her in New York on the screenplay of her thrilling new bestseller, is everything she could want in a man, and more.. But troubles from her past threaten to destroy any chance of happiness they might have. Zaira must learn to trust to love again and open her heart to the mysterious man she is so magnetically attracted to.. Just when Zaira and Brad are on the brink of finding true love, a series of shocking revelations threaten to tear them apart. Brad is forced to go on the run for a series of crimes he swears he didn't commit. . Does Zaira really know about the man she is falling in love with? Or is someone plotting to ruin him, for motives she can only begin to guess?. Zaira searches her head and heart for the truth. The answers she finds lead her down a twisted path of murder and mayhem to a final confrontation with the mastermind out to destroy her dreams. In a daring moving, she risks all to save Brad's life, even if it means sacrificing her own...===Star Attraction by Sorcha MacMurrough66,600 wordsSetting: Modern, New York and LAGenres: Modern romance, romantic suspenseRating: Fairly sensual, some explicit love scenesAudience: Perfect for readers who enjoy Harlequin and Mills and Boon romances====ABOUT THE AUTHORSorcha MacMurrough is a multi-published author in modern suspense romance and historical romance."
"884BA45161D94E26A4922D46A4512960",,true,,
"0FAC94FE9E5F473AB3FBF74EE29FC802",,true,,
"6B890E15516545AE8EBD296AC2956D5C",,true,,
"B0AFB18B40744E27A6C952BB769F79DA",,true,,
"5383911B5E7D4BEBA50D2C73A33EDFF7",,true,"Oliver Twist","This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery."
"D3456DF98F8D4874A50CD4CBE68B2CB6",,true,"Safe With Me: The Beginning","Adults only - erotic romance. Parts 1-4 of an eight part series.. A chance meeting in a coffee shop puts Tyler Campbell in touch with a mysterious woman from his campus. He's determined to make sense of the enigma that is Susie Lombardi. . As day turns into night, casual conversation becomes so much more.. Tyler wants a girlfriend, but Susie is not sure she needs anyone, for any reason.. Will Tyler be held at arms-length, or push past the wall of secrets she's erected to claim her heart?"
